Date,Region,Product,Quantity,Unit Price,Cost,Revenue,Profit
2023-10-24,East,Mouse,7,8347,6591.51,58429,12288.429999999998
2023-10-24,North,Keyboard,10,5294,3374.94,52940,19190.6
2023-10-25,East,Camera,13,5000,3409.58,65000,20675.46
2023-10-25,East,Phone,13,7983,6528.06,103779,18914.219999999994
2023-10-25,Central,Smartwatch,3,6233,4609.65,18699,4870.050000000001
2023-10-26,West,Camera,2,5960,3945.75,11920,4028.5
2023-10-26,South,Printer,14,10126,7870.51,141764,31576.859999999997
2023-10-27,South,Phone,8,8722,7214.53,69776,12059.760000000002
2023-10-27,East,Laptop,13,6942,5481.26,90246,18989.619999999995
2023-10-27,North,Laptop,3,2201,1370.94,6603,2490.18
2023-10-28,East,Monitor,3,5036,3817.29,15108,3656.13
2023-10-28,West,Monitor,8,2587,1877.74,20696,5674.08
2023-10-28,South,Phone,13,14789,8919.73,192257,76300.51000000001
2023-10-28,North,Smartwatch,14,4735,3674.45,66290,14847.700000000003
2023-10-28,South,Laptop,4,13802,10739.62,55208,12249.519999999997
2023-10-28,Central,Tablet,1,9291,5981.72,9291,3309.2799999999997
2023-10-29,Central,Printer,10,8041,6766.04,80410,12749.6
2023-10-29,South,Monitor,8,11920,7729.64,95360,33522.88
2023-10-30,Central,Keyboard,8,9920,6848.27,79360,24573.839999999997
2023-10-30,North,Smartwatch,11,10296,7302.21,113256,32931.69
2023-10-30,West,Printer,8,3608,2828.07,28864,6239.439999999999
2023-10-30,West,Laptop,4,7508,5484.07,30032,8095.720000000001
2023-10-31,South,Smartwatch,13,13671,9813.56,177723,50146.72000000001
2023-10-31,East,Smartwatch,5,9010,6344.74,45050,13326.300000000001
2023-10-31,Central,Laptop,14,4474,3185.12,62636,18044.32
2023-10-31,East,Camera,8,8518,6420.78,68144,16777.760000000002
2023-11-01,East,Mouse,3,8227,6685.54,24681,4624.38
2023-11-01,East,Keyboard,3,1326,1025.39,3978,901.8299999999997
2023-11-01,West,Monitor,5,12945,10261.59,64725,13417.05
2023-11-01,West,Laptop,10,11249,8568.8,112490,26802.000000000007
2023-11-02,Central,Tablet,4,7364,4716.49,29456,10590.04
2023-11-02,Central,Headphones,14,2389,1557.4,33446,11642.399999999998
2023-11-02,Central,Printer,13,5527,4638.25,71851,11553.75
2023-11-02,East,Camera,9,5675,4582.86,51075,9829.260000000002
2023-11-03,East,Tablet,5,4536,3182.05,22680,6769.749999999999
2023-11-04,West,Smartwatch,10,806,527.34,8060,2786.5999999999995
2023-11-05,Central,Smartwatch,5,5118,3122.98,25590,9975.1
2023-11-05,South,Smartwatch,12,2864,2354.74,34368,6111.120000000003
2023-11-05,East,Phone,3,13528,11222.04,40584,6917.879999999997
2023-11-05,North,Headphones,10,10685,7441.8,106850,32432.0
2023-11-06,North,Headphones,12,14963,10707.92,179556,51060.96
2023-11-06,South,Monitor,14,10188,6796.55,142632,47480.299999999996
2023-11-07,East,Laptop,9,7501,5747.27,67509,15783.569999999996
2023-11-07,North,Monitor,6,14977,10084.86,89862,29352.839999999997
2023-11-08,Central,Monitor,9,14199,11588.04,127791,23498.639999999992
2023-11-08,North,Tablet,1,14935,10707.76,14935,4227.24
2023-11-09,North,Camera,6,12843,9176.93,77058,21996.42
2023-11-09,West,Monitor,5,7316,4793.44,36580,12612.800000000003
2023-11-09,North,Phone,2,5032,3218.45,10064,3627.1000000000004
2023-11-09,West,Camera,6,8782,5998.9,52692,16698.600000000002
2023-11-10,South,Phone,9,7113,5413.49,64017,15295.590000000002
2023-11-11,East,Laptop,12,13716,10518.92,164592,38364.96
2023-11-12,South,Camera,4,8589,6130.79,34356,9832.84
2023-11-12,East,Mouse,4,1503,999.42,6012,2014.3200000000002
2023-11-13,South,Camera,10,8530,6241.87,85300,22881.300000000003
2023-11-14,East,Phone,14,11659,7145.54,163226,63188.44
2023-11-15,North,Mouse,6,1985,1244.41,11910,4443.539999999999
2023-11-15,East,Headphones,8,5049,3039.63,40392,16074.96
2023-11-15,Central,Laptop,11,9366,7258.84,103026,23178.76
2023-11-15,North,Keyboard,5,1474,1127.74,7370,1731.3
2023-11-16,South,Monitor,10,13908,11792.48,139080,21155.200000000004
2023-11-16,North,Phone,11,5768,3714.24,63448,22591.36
2023-11-16,Central,Monitor,8,4059,3060.8,32472,7985.5999999999985
2023-11-17,East,Keyboard,1,8337,7067.29,8337,1269.71
2023-11-17,North,Mouse,10,5657,3827.32,56570,18296.8
2023-11-17,East,Smartwatch,10,12190,10034.93,121900,21550.699999999997
2023-11-17,West,Headphones,14,8261,5432.14,115654,39604.03999999999
2023-11-18,Central,Printer,2,5014,4017.59,10028,1992.8199999999997
2023-11-18,East,Printer,10,11186,8711.92,111860,24740.8
2023-11-19,Central,Mouse,4,7046,4691.53,28184,9417.880000000001
2023-11-19,East,Monitor,7,5448,4469.58,38136,6848.9400000000005
2023-11-19,West,Smartwatch,10,12239,10143.53,122390,20954.699999999993
2023-11-20,East,Camera,13,12364,9266.06,160732,40273.22000000001
2023-11-20,East,Headphones,13,8218,6522.75,106834,22038.25
2023-11-20,North,Headphones,12,1748,1461.94,20976,3432.7199999999993
2023-11-21,West,Smartwatch,10,7816,6428.92,78160,13870.8
2023-11-21,East,Laptop,4,11033,9344.78,44132,6752.879999999997
2023-11-22,East,Laptop,4,11802,8782.64,47208,12077.440000000002
2023-11-22,Central,Keyboard,7,4428,3354.52,30996,7514.360000000001
2023-11-22,North,Phone,7,10577,8470.46,74039,14745.780000000006
2023-11-23,West,Mouse,9,12636,9698.76,113724,26435.159999999996
2023-11-23,West,Headphones,8,2892,1987.31,23136,7237.52
2023-11-23,South,Headphones,9,13907,8730.75,125163,46586.25
2023-11-23,West,Keyboard,6,8230,4995.94,49380,19404.36
2023-11-24,Central,Monitor,14,11303,6980.51,158242,60514.86
2023-11-24,Central,Laptop,9,14000,11041.57,126000,26625.870000000003
2023-11-24,South,Laptop,3,1259,1029.97,3777,687.0899999999999
2023-11-25,West,Monitor,3,4872,3096.05,14616,5327.849999999999
2023-11-25,South,Camera,5,2125,1647.68,10625,2386.5999999999995
2023-11-26,Central,Camera,11,5779,4559.77,63569,13411.529999999995
2023-11-26,Central,Printer,5,13258,8583.16,66290,23374.2
2023-11-27,South,Printer,5,11013,8040.86,55065,14860.7
2023-11-27,West,Tablet,8,6243,4292.25,49944,15606.0
2023-11-28,East,Smartwatch,6,5008,3102.39,30048,11433.66
2023-11-28,North,Phone,8,5893,3745.1,47144,17183.2
2023-11-28,North,Camera,2,3366,2467.27,6732,1797.46
2023-11-28,East,Monitor,12,5985,3974.42,71820,24126.96
2023-11-29,East,Tablet,5,9192,6291.76,45960,14501.199999999999
2023-11-29,East,Phone,7,4805,3039.02,33635,12361.86
2023-11-30,North,Mouse,8,8280,5910.16,66240,18958.72
2023-11-30,West,Printer,7,12181,8205.62,85267,27827.659999999996
2023-12-01,West,Phone,12,6840,5604.41,82080,14827.080000000002
2023-12-02,West,Mouse,14,4888,3035.92,68432,25929.12
2023-12-03,West,Tablet,9,1733,1444.44,15597,2597.0399999999995
2023-12-03,East,Smartwatch,3,4602,3265.2,13806,4010.4000000000005
2023-12-04,North,Mouse,9,4535,3201.39,40815,12002.490000000002
2023-12-05,North,Headphones,8,3955,2698.29,31640,10053.68
2023-12-06,South,Phone,12,6955,4807.02,83460,25775.759999999995
2023-12-06,South,Laptop,13,5541,4706.63,72033,10846.809999999998
2023-12-06,Central,Camera,9,5323,4111.7,47907,10901.7
2023-12-06,North,Laptop,13,14224,11341.41,184912,37473.67
2023-12-07,East,Printer,9,4530,3359.82,40770,10531.619999999999
2023-12-07,East,Laptop,6,6593,4013.17,39558,15478.98
2023-12-07,North,Laptop,9,10369,7911.9,93321,22113.9
2023-12-08,East,Monitor,5,2760,2065.78,13800,3471.099999999999
2023-12-08,Central,Printer,1,3367,2702.9,3367,664.0999999999999
2023-12-09,East,Smartwatch,1,5415,3715.91,5415,1699.0900000000001
2023-12-09,East,Camera,10,5528,4467.21,55280,10607.9
2023-12-10,South,Smartwatch,5,12800,10309.19,64000,12454.049999999997
2023-12-11,West,Mouse,14,13537,8903.83,189518,64864.380000000005
2023-12-11,Central,Camera,7,8735,6928.51,61145,12645.429999999998
2023-12-11,Central,Smartwatch,12,6579,5455.94,78948,13476.720000000005
2023-12-11,West,Smartwatch,5,5258,3637.39,26290,8103.050000000001
2023-12-11,Central,Smartwatch,13,6325,4291.99,82225,26429.130000000005
2023-12-11,Central,Phone,5,6831,5233.28,34155,7988.600000000001
2023-12-12,West,Smartwatch,6,3603,2740.64,21618,5174.160000000001
2023-12-12,South,Headphones,11,7007,5247.73,77077,19351.970000000005
2023-12-12,Central,Camera,1,1034,785.03,1034,248.97000000000003
2023-12-13,Central,Laptop,3,10548,7055.15,31644,10478.550000000001
2023-12-13,North,Mouse,10,14763,11205.0,147630,35580.0
2023-12-13,Central,Tablet,8,12484,8411.43,99872,32580.559999999998
2023-12-13,East,Camera,13,1393,897.13,18109,6446.31
2023-12-14,South,Printer,10,4053,3348.2,40530,7048.000000000002
2023-12-15,East,Smartwatch,6,11150,8642.42,66900,15045.48
2023-12-15,South,Laptop,5,7487,6043.76,37435,7216.199999999999
2023-12-15,East,Camera,1,4059,3375.65,4059,683.3499999999999
2023-12-16,South,Mouse,7,3397,2596.46,23779,5603.78
2023-12-16,South,Monitor,2,14847,12606.29,29694,4481.419999999998
2023-12-16,East,Laptop,8,4625,3845.99,37000,6232.080000000002
2023-12-16,East,Headphones,7,6419,4331.7,44933,14611.100000000002
2023-12-16,Central,Printer,6,3126,2107.92,18756,6108.48
2023-12-16,East,Smartwatch,1,12128,8872.0,12128,3256.0
2023-12-16,North,Laptop,6,9272,7809.86,55632,8772.840000000002
2023-12-16,Central,Tablet,10,4952,3002.55,49520,19494.5
2023-12-16,South,Camera,6,12211,8258.71,73266,23713.740000000005
2023-12-17,East,Camera,14,14155,11386.23,198170,38762.780000000006
2023-12-17,South,Phone,1,6689,4174.06,6689,2514.9399999999996
2023-12-18,Central,Smartwatch,12,9990,7486.15,119880,30046.200000000004
2023-12-18,North,Keyboard,12,1937,1422.85,23244,6169.800000000001
2023-12-18,South,Laptop,7,9809,7041.79,68663,19370.47
2023-12-20,North,Phone,9,5377,3298.68,48393,18704.88
2023-12-20,West,Tablet,1,6645,5607.53,6645,1037.4700000000003
2023-12-21,Central,Phone,3,12891,9948.67,38673,8826.99
2023-12-21,West,Smartwatch,3,8484,5857.89,25452,7878.329999999999
2023-12-21,North,Keyboard,14,8268,5019.11,115752,45484.46000000001
2023-12-21,North,Phone,9,13037,8603.26,117333,39903.659999999996
2023-12-21,East,Printer,5,4067,3320.96,20335,3730.2
2023-12-22,Central,Smartwatch,5,12634,7775.24,63170,24293.800000000003
2023-12-22,West,Smartwatch,8,12256,8272.17,98048,31870.64
2023-12-22,West,Tablet,10,3634,2988.89,36340,6451.100000000001
2023-12-23,West,Laptop,5,5804,3773.01,29020,10154.949999999999
2023-12-23,East,Keyboard,12,4548,3156.94,54576,16692.72
2023-12-23,Central,Printer,3,3057,1870.35,9171,3559.9500000000003
2023-12-23,North,Tablet,10,7426,5245.23,74260,21807.700000000004
2023-12-25,North,Phone,2,7970,5898.91,15940,4142.18
2023-12-25,Central,Headphones,7,9972,6987.97,69804,20888.21
2023-12-26,West,Headphones,10,4430,3233.0,44300,11970.0
2023-12-26,North,Mouse,12,11333,8769.62,135996,30760.55999999999
2023-12-26,North,Printer,14,2900,1841.55,40600,14818.300000000001
2023-12-27,South,Laptop,1,6472,4915.39,6472,1556.6099999999997
2023-12-28,Central,Mouse,9,14827,9570.24,133443,47310.840000000004
2023-12-28,South,Camera,3,10837,8929.22,32511,5723.340000000002
2023-12-28,East,Monitor,4,7117,5856.49,28468,5042.040000000001
2023-12-28,North,Headphones,12,2551,1563.87,30612,11845.560000000001
2023-12-29,Central,Printer,8,13136,9949.14,105088,25494.880000000005
2023-12-29,North,Mouse,11,11326,7358.76,124586,43639.64
2023-12-29,Central,Keyboard,13,12150,7846.83,157950,55941.21
2023-12-29,West,Laptop,12,5497,3904.21,65964,19113.48
2023-12-29,North,Phone,2,8786,5483.61,17572,6604.780000000001
2023-12-31,North,Phone,11,2811,2296.73,30921,5656.969999999999
2023-12-31,West,Headphones,4,1938,1548.47,7752,1558.12
